benchmark,dataset_size,clock_period,mem_policy,dsp_coeff,opt_level,experimental_setup,design_name,control_steps,min_slack,frequency_mhz,states,modules_instantiated,performance_conflicts,flipflops,area_est,mux_area,total_area,registers,dsps,log_file
syr2k,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_syr2k,111,0.03639999699999841,100.3653297702541,109,311,36,1914,6499,477,6976,62,0,syr2k_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
syr2k,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_syr2k,61,0.017066660666680278,100.17095837552512,59,170,19,1205,5818,246,6064,33,0,syr2k_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
syr2k,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_syr2k,95,0.017066660666680278,100.17095837552512,93,248,17,1527,6057,345,6402,46,0,syr2k_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
syr2k,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_syr2k,139,0.017066660666680278,100.17095837552512,137,311,36,1914,6499,477,6976,62,0,syr2k_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
syr2k,MEDIUM,10,LSS,1.0,O0,none,kernel_syr2k,52,0.03639999699999841,100.3653297702541,56,170,13,1205,6086,278,6364,33,0,syr2k_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
syr2k,MEDIUM,10,LSS,1.0,O2,none,kernel_syr2k,82,0.03639999699999841,100.3653297702541,92,248,8,1527,6325,412,6737,46,0,syr2k_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
syr2k,MEDIUM,10,LSS,1.0,O3,none,kernel_syr2k,120,0.036399997000112094,100.36532977025526,138,311,18,1914,6767,479,7246,62,0,syr2k_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
syr2k,MEDIUM,10,LSS,1.75,O0,none,kernel_syr2k,62,0.017066660666680278,100.17095837552512,66,170,13,1205,6086,278,6364,33,0,syr2k_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
syr2k,MEDIUM,10,LSS,1.75,O2,none,kernel_syr2k,100,0.017066660666680278,100.17095837552512,110,248,8,1527,6325,412,6737,46,0,syr2k_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
syr2k,MEDIUM,10,LSS,1.75,O3,none,kernel_syr2k,148,0.017066660666680278,100.17095837552512,166,311,18,1914,6767,479,7246,62,0,syr2k_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
syr2k,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_syr2k,39,0.0494726426666805,66.88727267600325,37,170,2,1205,5818,246,6064,33,0,syr2k_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
syr2k,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_syr2k,57,0.049472642666623656,66.887272676003,55,248,0,1527,6057,345,6402,46,0,syr2k_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
syr2k,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_syr2k,81,0.04947264266673734,66.8872726760035,79,311,0,1914,6499,477,6976,62,0,syr2k_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
syr2k,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_syr2k,39,0.0494726426666805,66.88727267600325,37,170,2,1205,5818,246,6064,33,0,syr2k_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
syr2k,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_syr2k,57,0.049472642666623656,66.887272676003,55,248,0,1527,6057,345,6402,46,0,syr2k_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
syr2k,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_syr2k,81,0.04947264266673734,66.8872726760035,79,311,0,1914,6499,477,6976,62,0,syr2k_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
syr2k,MEDIUM,15,LSS,1.0,O0,none,kernel_syr2k,40,0.0494726426666805,66.88727267600325,44,170,0,1205,6086,278,6364,33,0,syr2k_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
syr2k,MEDIUM,15,LSS,1.0,O2,none,kernel_syr2k,62,0.049472642666623656,66.887272676003,72,248,0,1527,6325,412,6737,46,0,syr2k_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
syr2k,MEDIUM,15,LSS,1.0,O3,none,kernel_syr2k,90,0.04947264266673734,66.8872726760035,108,311,0,1914,6767,479,7246,62,0,syr2k_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
syr2k,MEDIUM,15,LSS,1.75,O0,none,kernel_syr2k,40,0.0494726426666805,66.88727267600325,44,170,0,1205,6086,278,6364,33,0,syr2k_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
syr2k,MEDIUM,15,LSS,1.75,O2,none,kernel_syr2k,62,0.049472642666623656,66.887272676003,72,248,0,1527,6325,412,6737,46,0,syr2k_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
syr2k,MEDIUM,15,LSS,1.75,O3,none,kernel_syr2k,90,0.04947264266673734,66.8872726760035,108,311,0,1914,6767,479,7246,62,0,syr2k_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
syr2k,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_syr2k,51,0.03639999699999841,100.3653297702541,49,151,6,1220,5736,246,5982,32,0,syr2k_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
syr2k,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_syr2k,77,0.03639999699999841,100.3653297702541,75,229,6,1478,5975,345,6320,43,0,syr2k_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
syr2k,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_syr2k,111,0.03639999699999841,100.3653297702541,109,297,12,1929,6421,477,6898,61,0,syr2k_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
syr2k,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_syr2k,61,0.017066660666680278,100.17095837552512,59,151,6,1220,5736,246,5982,32,0,syr2k_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
syr2k,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_syr2k,95,0.017066660666680278,100.17095837552512,93,229,6,1478,5975,345,6320,43,0,syr2k_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
syr2k,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_syr2k,139,0.017066660666680278,100.17095837552512,137,297,12,1929,6421,477,6898,61,0,syr2k_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
syr2k,SMALL,10,LSS,1.0,O0,none,kernel_syr2k,52,0.03639999699999841,100.3653297702541,56,151,2,1220,6004,278,6282,32,0,syr2k_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
syr2k,SMALL,10,LSS,1.0,O2,none,kernel_syr2k,82,0.03639999699999841,100.3653297702541,92,229,0,1478,6243,412,6655,43,0,syr2k_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
syr2k,SMALL,10,LSS,1.0,O3,none,kernel_syr2k,120,0.036399997000112094,100.36532977025526,138,297,0,1929,6689,479,7168,61,0,syr2k_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
syr2k,SMALL,10,LSS,1.75,O0,none,kernel_syr2k,62,0.017066660666680278,100.17095837552512,66,151,2,1220,6004,278,6282,32,0,syr2k_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
syr2k,SMALL,10,LSS,1.75,O2,none,kernel_syr2k,100,0.017066660666680278,100.17095837552512,110,229,0,1478,6243,412,6655,43,0,syr2k_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
syr2k,SMALL,10,LSS,1.75,O3,none,kernel_syr2k,148,0.017066660666680278,100.17095837552512,166,297,0,1929,6689,479,7168,61,0,syr2k_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
syr2k,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_syr2k,39,0.0494726426666805,66.88727267600325,37,151,0,1220,5736,246,5982,32,0,syr2k_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
syr2k,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_syr2k,57,0.049472642666623656,66.887272676003,55,229,0,1478,5975,345,6320,43,0,syr2k_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
syr2k,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_syr2k,81,0.04947264266673734,66.8872726760035,79,297,0,1929,6421,477,6898,61,0,syr2k_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
syr2k,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_syr2k,39,0.0494726426666805,66.88727267600325,37,151,0,1220,5736,246,5982,32,0,syr2k_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
syr2k,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_syr2k,57,0.049472642666623656,66.887272676003,55,229,0,1478,5975,345,6320,43,0,syr2k_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
syr2k,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_syr2k,81,0.04947264266673734,66.8872726760035,79,297,0,1929,6421,477,6898,61,0,syr2k_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
syr2k,SMALL,15,LSS,1.0,O0,none,kernel_syr2k,40,0.0494726426666805,66.88727267600325,44,151,0,1220,6004,278,6282,32,0,syr2k_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
syr2k,SMALL,15,LSS,1.0,O2,none,kernel_syr2k,62,0.049472642666623656,66.887272676003,72,229,0,1478,6243,412,6655,43,0,syr2k_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
syr2k,SMALL,15,LSS,1.0,O3,none,kernel_syr2k,90,0.04947264266673734,66.8872726760035,108,297,0,1929,6689,479,7168,61,0,syr2k_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
syr2k,SMALL,15,LSS,1.75,O0,none,kernel_syr2k,40,0.0494726426666805,66.88727267600325,44,151,0,1220,6004,278,6282,32,0,syr2k_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
syr2k,SMALL,15,LSS,1.75,O2,none,kernel_syr2k,62,0.049472642666623656,66.887272676003,72,229,0,1478,6243,412,6655,43,0,syr2k_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
syr2k,SMALL,15,LSS,1.75,O3,none,kernel_syr2k,90,0.04947264266673734,66.8872726760035,108,297,0,1929,6689,479,7168,61,0,syr2k_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
syrk,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_syrk,34,0.03639999699999841,100.3653297702541,32,166,11,949,5682,139,5821,28,0,syrk_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
syrk,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_syrk,98,0.03639999699999841,100.3653297702541,96,332,27,1510,6345,410,6755,52,0,syrk_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
syrk,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_syrk,133,0.03639999699999841,100.3653297702541,131,402,47,1962,6787,510,7297,71,0,syrk_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
syrk,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_syrk,40,0.017066660666680278,100.17095837552512,38,166,11,949,5682,139,5821,28,0,syrk_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
syrk,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_syrk,120,0.017066660666680278,100.17095837552512,118,332,27,1510,6345,410,6755,52,0,syrk_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
syrk,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_syrk,165,0.017066660666680278,100.17095837552512,163,402,47,1962,6787,510,7297,71,0,syrk_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
syrk,MEDIUM,10,LSS,1.0,O0,none,kernel_syrk,35,0.03639999699999841,100.3653297702541,38,166,7,949,5950,141,6091,28,0,syrk_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
syrk,MEDIUM,10,LSS,1.0,O2,none,kernel_syrk,102,0.03639999699999841,100.3653297702541,116,332,14,1510,6613,412,7025,52,0,syrk_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
syrk,MEDIUM,10,LSS,1.0,O3,none,kernel_syrk,141,0.03639999699999841,100.3653297702541,163,402,22,1962,7055,545,7600,71,0,syrk_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
syrk,MEDIUM,10,LSS,1.75,O0,none,kernel_syrk,41,0.017066660666680278,100.17095837552512,44,166,7,949,5950,141,6091,28,0,syrk_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
syrk,MEDIUM,10,LSS,1.75,O2,none,kernel_syrk,124,0.017066660666680278,100.17095837552512,138,332,14,1510,6613,412,7025,52,0,syrk_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
syrk,MEDIUM,10,LSS,1.75,O3,none,kernel_syrk,173,0.017066660666680278,100.17095837552512,195,402,22,1962,7055,545,7600,71,0,syrk_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
syrk,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_syrk,27,0.0494726426666805,66.88727267600325,25,166,3,917,5682,139,5821,27,0,syrk_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
syrk,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_syrk,73,0.049472642666623656,66.887272676003,71,332,0,1510,6345,410,6755,52,0,syrk_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
syrk,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_syrk,98,0.049472642666623656,66.887272676003,96,402,0,1962,6787,510,7297,71,0,syrk_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
syrk,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_syrk,27,0.0494726426666805,66.88727267600325,25,166,3,917,5682,139,5821,27,0,syrk_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
syrk,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_syrk,73,0.049472642666623656,66.887272676003,71,332,0,1510,6345,410,6755,52,0,syrk_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
syrk,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_syrk,98,0.049472642666623656,66.887272676003,96,402,0,1962,6787,510,7297,71,0,syrk_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
syrk,MEDIUM,15,LSS,1.0,O0,none,kernel_syrk,28,0.0494726426666805,66.88727267600325,31,166,0,949,5950,141,6091,28,0,syrk_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
syrk,MEDIUM,15,LSS,1.0,O2,none,kernel_syrk,77,0.049472642666623656,66.887272676003,91,332,0,1510,6613,412,7025,52,0,syrk_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
syrk,MEDIUM,15,LSS,1.0,O3,none,kernel_syrk,106,0.04947264266673734,66.8872726760035,128,402,0,1962,7055,545,7600,71,0,syrk_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
syrk,MEDIUM,15,LSS,1.75,O0,none,kernel_syrk,28,0.0494726426666805,66.88727267600325,31,166,0,949,5950,141,6091,28,0,syrk_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
syrk,MEDIUM,15,LSS,1.75,O2,none,kernel_syrk,77,0.049472642666623656,66.887272676003,91,332,0,1510,6613,412,7025,52,0,syrk_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
syrk,MEDIUM,15,LSS,1.75,O3,none,kernel_syrk,106,0.04947264266673734,66.8872726760035,128,402,0,1962,7055,545,7600,71,0,syrk_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
syrk,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_syrk,34,0.03639999699999841,100.3653297702541,32,147,3,932,5600,139,5739,26,0,syrk_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
syrk,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_syrk,98,0.03639999699999841,100.3653297702541,96,288,6,1445,6146,410,6556,47,0,syrk_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
syrk,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_syrk,132,0.03639999699999841,100.3653297702541,130,354,12,1897,6592,510,7102,66,0,syrk_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
syrk,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_syrk,40,0.017066660666680278,100.17095837552512,38,147,3,932,5600,139,5739,26,0,syrk_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
syrk,SMALL,10,ALL_BRAM,1.75,O2,none,kernel_syrk,120,0.017066660666680278,100.17095837552512,118,288,6,1445,6146,410,6556,47,0,syrk_SMALL_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
syrk,SMALL,10,ALL_BRAM,1.75,O3,none,kernel_syrk,164,0.017066660666680278,100.17095837552512,162,354,12,1897,6592,510,7102,66,0,syrk_SMALL_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
syrk,SMALL,10,LSS,1.0,O0,none,kernel_syrk,35,0.03639999699999841,100.3653297702541,38,147,1,932,5868,141,6009,26,0,syrk_SMALL_clk10_memLSS_dsp1.0_optO0_log.txt
syrk,SMALL,10,LSS,1.0,O2,none,kernel_syrk,102,0.03639999699999841,100.3653297702541,116,288,0,1445,6414,412,6826,47,0,syrk_SMALL_clk10_memLSS_dsp1.0_optO2_log.txt
syrk,SMALL,10,LSS,1.0,O3,none,kernel_syrk,140,0.03639999699999841,100.3653297702541,162,354,0,1897,6860,513,7373,66,0,syrk_SMALL_clk10_memLSS_dsp1.0_optO3_log.txt
syrk,SMALL,10,LSS,1.75,O0,none,kernel_syrk,41,0.017066660666680278,100.17095837552512,44,147,1,932,5868,141,6009,26,0,syrk_SMALL_clk10_memLSS_dsp1.75_optO0_log.txt
syrk,SMALL,10,LSS,1.75,O2,none,kernel_syrk,124,0.017066660666680278,100.17095837552512,138,288,0,1445,6414,412,6826,47,0,syrk_SMALL_clk10_memLSS_dsp1.75_optO2_log.txt
syrk,SMALL,10,LSS,1.75,O3,none,kernel_syrk,172,0.017066660666680278,100.17095837552512,194,354,0,1897,6860,513,7373,66,0,syrk_SMALL_clk10_memLSS_dsp1.75_optO3_log.txt
syrk,SMALL,15,ALL_BRAM,1.0,O0,none,kernel_syrk,27,0.0494726426666805,66.88727267600325,25,147,0,900,5600,139,5739,25,0,syrk_SMALL_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
syrk,SMALL,15,ALL_BRAM,1.0,O2,none,kernel_syrk,73,0.049472642666623656,66.887272676003,71,288,0,1413,6146,378,6524,46,0,syrk_SMALL_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
syrk,SMALL,15,ALL_BRAM,1.0,O3,none,kernel_syrk,97,0.049472642666623656,66.887272676003,95,354,0,1865,6592,478,7070,65,0,syrk_SMALL_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
syrk,SMALL,15,ALL_BRAM,1.75,O0,none,kernel_syrk,27,0.0494726426666805,66.88727267600325,25,147,0,900,5600,139,5739,25,0,syrk_SMALL_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
syrk,SMALL,15,ALL_BRAM,1.75,O2,none,kernel_syrk,73,0.049472642666623656,66.887272676003,71,288,0,1413,6146,378,6524,46,0,syrk_SMALL_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
syrk,SMALL,15,ALL_BRAM,1.75,O3,none,kernel_syrk,97,0.049472642666623656,66.887272676003,95,354,0,1865,6592,478,7070,65,0,syrk_SMALL_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
syrk,SMALL,15,LSS,1.0,O0,none,kernel_syrk,28,0.0494726426666805,66.88727267600325,31,147,0,932,5868,141,6009,26,0,syrk_SMALL_clk15_memLSS_dsp1.0_optO0_log.txt
syrk,SMALL,15,LSS,1.0,O2,none,kernel_syrk,77,0.049472642666623656,66.887272676003,91,288,0,1445,6414,412,6826,47,0,syrk_SMALL_clk15_memLSS_dsp1.0_optO2_log.txt
syrk,SMALL,15,LSS,1.0,O3,none,kernel_syrk,105,0.04947264266673734,66.8872726760035,127,354,0,1897,6860,513,7373,66,0,syrk_SMALL_clk15_memLSS_dsp1.0_optO3_log.txt
syrk,SMALL,15,LSS,1.75,O0,none,kernel_syrk,28,0.0494726426666805,66.88727267600325,31,147,0,932,5868,141,6009,26,0,syrk_SMALL_clk15_memLSS_dsp1.75_optO0_log.txt
syrk,SMALL,15,LSS,1.75,O2,none,kernel_syrk,77,0.049472642666623656,66.887272676003,91,288,0,1445,6414,412,6826,47,0,syrk_SMALL_clk15_memLSS_dsp1.75_optO2_log.txt
syrk,SMALL,15,LSS,1.75,O3,none,kernel_syrk,105,0.04947264266673734,66.8872726760035,127,354,0,1897,6860,513,7373,66,0,syrk_SMALL_clk15_memLSS_dsp1.75_optO3_log.txt
trmm,MEDIUM,10,ALL_BRAM,1.0,O0,none,kernel_trmm,31,0.03639999699999841,100.3653297702541,30,151,0,708,5568,136,5704,21,0,trmm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
trmm,MEDIUM,10,ALL_BRAM,1.0,O2,none,kernel_trmm,57,0.03639999699999841,100.3653297702541,55,228,56,1287,6178,241,6419,42,0,trmm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
trmm,MEDIUM,10,ALL_BRAM,1.0,O3,none,kernel_trmm,89,0.03639999699999841,100.3653297702541,87,326,111,1672,6517,376,6893,55,0,trmm_MEDIUM_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
trmm,MEDIUM,10,ALL_BRAM,1.75,O0,none,kernel_trmm,35,0.017066660666680278,100.17095837552512,34,151,0,708,5568,136,5704,21,0,trmm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
trmm,MEDIUM,10,ALL_BRAM,1.75,O2,none,kernel_trmm,65,0.017066660666680278,100.17095837552512,63,228,56,1287,6178,241,6419,42,0,trmm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO2_log.txt
trmm,MEDIUM,10,ALL_BRAM,1.75,O3,none,kernel_trmm,107,0.017066660666680278,100.17095837552512,105,326,111,1672,6517,376,6893,55,0,trmm_MEDIUM_clk10_memALL_BRAM_dsp1.75_optO3_log.txt
trmm,MEDIUM,10,LSS,1.0,O0,none,kernel_trmm,31,0.03639999699999841,100.3653297702541,35,150,0,708,5702,104,5806,21,0,trmm_MEDIUM_clk10_memLSS_dsp1.0_optO0_log.txt
trmm,MEDIUM,10,LSS,1.0,O2,none,kernel_trmm,56,0.03639999699999841,100.3653297702541,63,228,52,1319,6446,276,6722,43,0,trmm_MEDIUM_clk10_memLSS_dsp1.0_optO2_log.txt
trmm,MEDIUM,10,LSS,1.0,O3,none,kernel_trmm,92,0.03639999699999841,100.3653297702541,107,326,76,1704,6785,409,7194,56,0,trmm_MEDIUM_clk10_memLSS_dsp1.0_optO3_log.txt
trmm,MEDIUM,10,LSS,1.75,O0,none,kernel_trmm,35,0.017066660666680278,100.17095837552512,39,150,0,708,5702,104,5806,21,0,trmm_MEDIUM_clk10_memLSS_dsp1.75_optO0_log.txt
trmm,MEDIUM,10,LSS,1.75,O2,none,kernel_trmm,64,0.017066660666680278,100.17095837552512,71,228,52,1319,6446,276,6722,43,0,trmm_MEDIUM_clk10_memLSS_dsp1.75_optO2_log.txt
trmm,MEDIUM,10,LSS,1.75,O3,none,kernel_trmm,110,0.017066660666680278,100.17095837552512,125,326,76,1704,6785,409,7194,56,0,trmm_MEDIUM_clk10_memLSS_dsp1.75_optO3_log.txt
trmm,MEDIUM,15,ALL_BRAM,1.0,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,24,151,0,644,5568,136,5704,19,0,trmm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO0_log.txt
trmm,MEDIUM,15,ALL_BRAM,1.0,O2,none,kernel_trmm,45,0.049472642666623656,66.887272676003,43,228,23,1191,6178,241,6419,39,0,trmm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO2_log.txt
trmm,MEDIUM,15,ALL_BRAM,1.0,O3,none,kernel_trmm,67,0.049472642666623656,66.887272676003,65,326,28,1576,6517,376,6893,52,0,trmm_MEDIUM_clk15_memALL_BRAM_dsp1.0_optO3_log.txt
trmm,MEDIUM,15,ALL_BRAM,1.75,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,24,151,0,644,5568,136,5704,19,0,trmm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO0_log.txt
trmm,MEDIUM,15,ALL_BRAM,1.75,O2,none,kernel_trmm,45,0.049472642666623656,66.887272676003,43,228,23,1191,6178,241,6419,39,0,trmm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO2_log.txt
trmm,MEDIUM,15,ALL_BRAM,1.75,O3,none,kernel_trmm,67,0.049472642666623656,66.887272676003,65,326,28,1576,6517,376,6893,52,0,trmm_MEDIUM_clk15_memALL_BRAM_dsp1.75_optO3_log.txt
trmm,MEDIUM,15,LSS,1.0,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,28,151,0,708,5836,138,5974,21,0,trmm_MEDIUM_clk15_memLSS_dsp1.0_optO0_log.txt
trmm,MEDIUM,15,LSS,1.0,O2,none,kernel_trmm,44,0.0494726426666805,66.88727267600325,50,228,0,1287,6446,275,6721,42,0,trmm_MEDIUM_clk15_memLSS_dsp1.0_optO2_log.txt
trmm,MEDIUM,15,LSS,1.0,O3,none,kernel_trmm,70,0.049472642666623656,66.887272676003,84,324,1,1640,6717,411,7128,54,0,trmm_MEDIUM_clk15_memLSS_dsp1.0_optO3_log.txt
trmm,MEDIUM,15,LSS,1.75,O0,none,kernel_trmm,25,0.0494726426666805,66.88727267600325,28,151,0,708,5836,138,5974,21,0,trmm_MEDIUM_clk15_memLSS_dsp1.75_optO0_log.txt
trmm,MEDIUM,15,LSS,1.75,O2,none,kernel_trmm,44,0.0494726426666805,66.88727267600325,50,228,0,1287,6446,275,6721,42,0,trmm_MEDIUM_clk15_memLSS_dsp1.75_optO2_log.txt
trmm,MEDIUM,15,LSS,1.75,O3,none,kernel_trmm,70,0.049472642666623656,66.887272676003,84,324,1,1640,6717,411,7128,54,0,trmm_MEDIUM_clk15_memLSS_dsp1.75_optO3_log.txt
trmm,SMALL,10,ALL_BRAM,1.0,O0,none,kernel_trmm,31,0.03639999699999841,100.3653297702541,30,149,0,708,5533,136,5669,21,0,trmm_SMALL_clk10_memALL_BRAM_dsp1.0_optO0_log.txt
trmm,SMALL,10,ALL_BRAM,1.0,O2,none,kernel_trmm,57,0.03639999699999841,100.3653297702541,55,213,19,1234,6066,241,6307,39,0,trmm_SMALL_clk10_memALL_BRAM_dsp1.0_optO2_log.txt
trmm,SMALL,10,ALL_BRAM,1.0,O3,none,kernel_trmm,89,0.03639999699999841,100.3653297702541,87,311,54,1619,6405,376,6781,52,0,trmm_SMALL_clk10_memALL_BRAM_dsp1.0_optO3_log.txt
trmm,SMALL,10,ALL_BRAM,1.75,O0,none,kernel_trmm,35,0.017066660666680278,100.17095837552512,34,149,0,708,5533,136,5669,21,0,trmm_SMALL_clk10_memALL_BRAM_dsp1.75_optO0_log.txt
